source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006397,mRNA processing,1.0,False,"""Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide."" [GOC:mah]",1613,229,11,24936,0.048034934497816595,0.006819590824550527,query_1,"['GO:0006396', 'GO:0016071']"
GO:BP,GO:0006396,RNA processing,1.0,False,"""Any process involved in the conversion of one or more primary RNA transcripts into one or more mature RNA molecules."" [GOC:mah]",3524,229,15,24936,0.06550218340611354,0.004256526674233825,query_1,"['GO:0010467', 'GO:0032774', 'GO:0044238']"
GO:BP,GO:0006368,transcription elongation by RNA polymerase II,1.0,False,"""The extension of an RNA molecule after transcription pausing and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",91,229,1,24936,0.004366812227074236,0.01098901098901099,query_1,"['GO:0006354', 'GO:0006366']"
GO:BP,GO:0006367,transcription initiation at RNA polymerase II promoter,1.0,False,"""A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",137,229,2,24936,0.008733624454148471,0.014598540145985401,query_1,"['GO:0006352', 'GO:0006366']"
GO:BP,GO:0006354,DNA-templated transcription elongation,1.0,False,"""The extension of an RNA molecule after transcription initiation and promoter clearance at a DNA-dependent RNA polymerase promoter by the addition of ribonucleotides catalyzed by an RNA polymerase."" [GOC:mah, GOC:txnOH, PMID:15020047, PMID:18280161]",102,229,1,24936,0.004366812227074236,0.00980392156862745,query_1,"['GO:0006351', 'GO:0032774']"
GO:BP,GO:0006352,DNA-templated transcription initiation,1.0,False,"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]",173,229,2,24936,0.008733624454148471,0.011560693641618497,query_1,"['GO:0006351', 'GO:0032774']"
GO:BP,GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,1.0,False,"""Formation of constitutive heterochromatin by a pathway that includes methylation of genomic DNA such as CpG islands."" [GOC:mah]",32,229,1,24936,0.004366812227074236,0.03125,query_1,['GO:0140719']
GO:BP,GO:0006335,DNA replication-dependent chromatin assembly,1.0,False,"""The formation of nucleosomes on newly synthesized DNA, coupled to strand elongation."" [GOC:mah, PMID:28053344]",4,229,1,24936,0.004366812227074236,0.25,query_1,['GO:0006325']
GO:BP,GO:0006334,nucleosome assembly,1.0,False,"""The aggregation, arrangement and bonding together of a nucleosome, the beadlike structural units of eukaryotic chromatin composed of histones and DNA."" [GOC:mah]",76,229,1,24936,0.004366812227074236,0.013157894736842105,query_1,"['GO:0006325', 'GO:0034728', 'GO:0065004']"
GO:BP,GO:0007528,neuromuscular junction development,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a neuromuscular junction."" [GOC:mtg_OBO2OWL_2013]",53,229,4,24936,0.017467248908296942,0.07547169811320754,query_1,['GO:0050808']
GO:BP,GO:0007520,myoblast fusion,1.0,False,"""A process in which non-proliferating myoblasts fuse to existing fibers or to myotubes to form new fibers. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:mtg_muscle]",50,229,2,24936,0.008733624454148471,0.04,query_1,"['GO:0000768', 'GO:0014902']"
GO:BP,GO:0007507,heart development,1.0,False,"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]",605,229,8,24936,0.034934497816593885,0.013223140495867768,query_1,"['GO:0048513', 'GO:0072359']"
GO:BP,GO:0007498,mesoderm development,1.0,False,"""The process whose specific outcome is the progression of the mesoderm over time, from its formation to the mature structure. The mesoderm is the middle germ layer that develops into muscle, bone, cartilage, blood and connective tissue."" [GOC:dph, GOC:tb]",117,229,1,24936,0.004366812227074236,0.008547008547008548,query_1,['GO:0009888']
GO:BP,GO:0007492,endoderm development,1.0,False,"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]",87,229,2,24936,0.008733624454148471,0.022988505747126436,query_1,['GO:0009888']
GO:BP,GO:0007435,salivary gland morphogenesis,1.0,False,"""The process in which the anatomical structures of the salivary gland are generated and organized."" [GOC:jid]",36,229,1,24936,0.004366812227074236,0.027777777777777776,query_1,"['GO:0007431', 'GO:0022612']"
GO:BP,GO:0007431,salivary gland development,1.0,False,"""The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity."" [GOC:jid, UBERON:0001044]",41,229,2,24936,0.008733624454148471,0.04878048780487805,query_1,"['GO:0035272', 'GO:0048732']"
GO:BP,GO:0007423,sensory organ development,1.0,False,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",644,229,13,24936,0.056768558951965066,0.020186335403726708,query_1,['GO:0048513']
GO:BP,GO:0007422,peripheral nervous system development,1.0,False,"""The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."" [GOC:go_curators, UBERON:0000010]",77,229,4,24936,0.017467248908296942,0.05194805194805195,query_1,"['GO:0007399', 'GO:0048731']"
GO:BP,GO:0007413,axonal fasciculation,1.0,False,"""The collection of axons into a bundle of rods, known as a fascicle."" [GOC:dgh]",20,229,2,24936,0.008733624454148471,0.1,query_1,"['GO:0008038', 'GO:0061564', 'GO:0106030']"
GO:BP,GO:0007411,axon guidance,1.0,False,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",184,229,6,24936,0.026200873362445413,0.03260869565217391,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0007605,sensory perception of sound,1.0,False,"""The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."" [GOC:ai]",266,229,3,24936,0.013100436681222707,0.011278195488721804,query_1,['GO:0050954']
GO:BP,GO:0007602,phototransduction,1.0,False,"""The sequence of reactions within a cell required to convert absorbed photons into a molecular signal."" [GOC:go_curators]",29,229,1,24936,0.004366812227074236,0.034482758620689655,query_1,"['GO:0007165', 'GO:0009583']"
GO:BP,GO:0007601,visual perception,1.0,False,"""The series of events required for an organism to receive a visual stimulus, convert it to a molecular signal, and recognize and characterize the signal. Visual stimuli are detected in the form of photons and are processed to form an image."" [GOC:ai]",141,229,1,24936,0.004366812227074236,0.0070921985815602835,query_1,['GO:0050953']
GO:BP,GO:0007600,sensory perception,1.0,False,"""The series of events required for an organism to receive a sensory stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai, GOC:dph]",1985,229,7,24936,0.03056768558951965,0.003526448362720403,query_1,['GO:0050877']
GO:BP,GO:0007599,hemostasis,1.0,False,"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]",187,229,2,24936,0.008733624454148471,0.0106951871657754,query_1,['GO:0050878']
GO:BP,GO:0007596,blood coagulation,1.0,False,"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [PMID:30700128]",183,229,2,24936,0.008733624454148471,0.01092896174863388,query_1,"['GO:0007599', 'GO:0042060', 'GO:0050817']"
GO:BP,GO:0007595,lactation,1.0,False,"""The regulated release of milk from the mammary glands and the period of time that a mother lactates to feed her young."" [ISBN:0198506732]",39,229,2,24936,0.008733624454148471,0.05128205128205128,query_1,"['GO:0007589', 'GO:0030879']"
GO:BP,GO:0007589,body fluid secretion,1.0,False,"""The controlled release of a fluid by a cell or tissue in an animal."" [GOC:ai, GOC:dph, GOC:mah, GOC:tb]",88,229,3,24936,0.013100436681222707,0.03409090909090909,query_1,"['GO:0046903', 'GO:0050878']"
GO:BP,GO:0007588,excretion,1.0,False,"""The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds."" [ISBN:0192801023]",28,229,1,24936,0.004366812227074236,0.03571428571428571,query_1,['GO:0003008']
GO:BP,GO:0007586,digestion,1.0,False,"""The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:isa_complete, ISBN:0198506732]",105,229,1,24936,0.004366812227074236,0.009523809523809525,query_1,['GO:0032501']
GO:BP,GO:0007585,respiratory gaseous exchange by respiratory system,1.0,False,"""The process of gaseous exchange between an organism and its environment. In plants, microorganisms, and many small animals, air or water makes direct contact with the organism's cells or tissue fluids, and the processes of diffusion supply the organism with dioxygen (O2) and remove carbon dioxide (CO2). In larger animals the efficiency of gaseous exchange is improved by specialized respiratory organs, such as lungs and gills, which are ventilated by breathing mechanisms."" [ISBN:0198506732]",81,229,3,24936,0.013100436681222707,0.037037037037037035,query_1,['GO:0032501']
GO:BP,GO:0007584,response to nutrient,1.0,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus."" [GOC:go_curators]",144,229,3,24936,0.013100436681222707,0.020833333333333332,query_1,"['GO:0031667', 'GO:0042221']"
GO:BP,GO:0007566,embryo implantation,1.0,False,"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, PMID:10882512]",73,229,3,24936,0.013100436681222707,0.0410958904109589,query_1,"['GO:0007275', 'GO:0007565', 'GO:0022414']"
GO:BP,GO:0007565,female pregnancy,1.0,False,"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]",187,229,4,24936,0.017467248908296942,0.0213903743315508,query_1,"['GO:0044703', 'GO:0044706']"
GO:BP,GO:0007549,sex-chromosome dosage compensation,1.0,False,"""Compensating for the variation in the unpaired sex chromosome:autosome chromosome ratios between sexes by activation or inactivation of genes on one or both of the sex chromosomes."" [GOC:ems, PMID:11498577, PMID:30049999, PMID:35306885]",31,229,2,24936,0.008733624454148471,0.06451612903225806,query_1,['GO:0040029']
GO:BP,GO:0007548,sex differentiation,1.0,False,"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]",307,229,5,24936,0.021834061135371178,0.016286644951140065,query_1,['GO:0003006']
